	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	sourceLang	targetLang	sourceString	targetString	stringID	url	license	translator_ID	translated	trans_seg	target_seg
1113	1113	1113	1113	en	zh	 Beginning on 15 March, many businesses closed or reduced hours throughout the U.S. to try to reduce the spread of the virus. 	 从 3 月 15 日起，美国各地很多企业关闭或缩短营业时间，以期缓解病毒传播。	Wikipedia_handpicked_1:1435	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	从3月15日开始，美国各地的许多企业关闭或减少了营业时间，以减少病毒的传播。	从 3 月 15 日 开始 ， 美国 各地 的 许多 企业 关闭 或 减少 了 营业时间 ， 以 减少 病毒 的 传播 。	  从   3   月   15   日起 ， 美国 各地 很多 企业 关闭 或 缩短 营业时间 ， 以期 缓解 病毒传播 。
1114	1114	1114	1114	en	zh	 By 17 March, the epidemic had been confirmed in all 50 states and in the District of Columbia.On 23 March, it was reported that New York City had 10,700 cases of the coronavirus, more than the total number of cases in South Korea. 	 截至 3 月 17 日，全美 50 个州和哥伦比亚特区均报告出现确诊病例。3 月 23 日，据报道称纽约市新型冠状病毒确诊病例达 10,700 例，超过了韩国病例总数。	Wikipedia_handpicked_1:1436	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	截至3月17日，该流行病已在所有50个州和哥伦比亚特区得到确认.据报道，3月23日，纽约市有10，700例冠状病毒病例，超过韩国的病例总数。	截至 3 月 17 日 ， 该 流行病 已 在 所有 50 个州 和 哥伦比亚特区 得到 确认 . 据 报道 ， 3 月 23 日 ， 纽约市 有 10 ， 700 例 冠状病毒 病例 ， 超过 韩国 的 病例 总数 。	  截至   3   月   17   日 ， 全美   50   个州 和 哥伦比亚特区 均 报告 出现 确诊 病例 。 3   月   23   日 ， 据 报道 称 纽约市 新型 冠状病毒 确诊 病例 达   10 , 700   例 ， 超过 了 韩国 病例 总数 。
1115	1115	1115	1115	en	zh	 On 25 March, the governor said that social distancing seemed to be working, as estimates of case doubling slowed from 2.0 days to 4.7 days. 	 3 月 25 日，纽约州州长称保持社交距离似乎已开始发挥作用，病例翻倍间隔估值从 2.0 天延长至 4.7 天。	Wikipedia_handpicked_1:1437	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	3月25日，州长表示，社会疏远似乎正在发挥作用，因为病例翻倍的估计从2.0天放缓到4.7天。	3 月 25 日 ， 州长 表示 ， 社会 疏远 似乎 正在 发挥作用 ， 因为 病例 翻倍 的 估计 从 2.0 天 放缓 到 4.7 天 。	  3   月   25   日 ， 纽约州 州长 称 保持 社交 距离 似乎 已 开始 发挥作用 ， 病例 翻倍 间隔 估值 从   2.0   天 延长 至   4.7   天 。
1116	1116	1116	1116	en	zh	 As of 28 March, there were 32,308 confirmed cases in New York City, and 672 people had died from the virus.On 26 March, the United States was reported to have more confirmed coronavirus infection cases than any other country in the world, including China and Italy.As of 8 April, 400,335 cases have been confirmed in the United States, and 12,841 people have died. 	 截至 3 月 28 日，纽约市累计确诊病例达 32,308 例，因病毒死亡 672 例。3 月 26 日，据报道称美国确诊的新型冠状病毒感染病例数超过包括中国和意大利在内的任何其他国家。截至 4 月 8 日，美国累计确诊病例达 400,335 例，死亡 12,841 例。	Wikipedia_handpicked_1:1438	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	截至3月28日，纽约市有32，308例确诊病例，672人死于该病毒。3月26日，据报道，美国确诊的冠状病毒感染病例比世界上任何其他国家都多，包括中国和4月8日的 Italy.As，美国已确诊400，335例，死亡12，841人。	截至 3 月 28 日 ， 纽约市 有 32 ， 308 例 确诊 病例 ， 672 人死于 该 病毒 。 3 月 26 日 ， 据 报道 ， 美国 确诊 的 冠状病毒 感染 病例 比 世界 上 任何 其他 国家 都 多 ， 包括 中国 和 4 月 8 日 的   Italy . As ， 美国 已 确诊 400 ， 335 例 ， 死亡 12 ， 841 人 。	  截至   3   月   28   日 ， 纽约市 累计 确诊 病例 达   32 , 308   例 ， 因 病毒 死亡   672   例 。 3   月   26   日 ， 据 报道 称 美国 确诊 的 新型 冠状病毒 感染 病例 数 超过 包括 中国 和 意大利 在内 的 任何 其他 国家 。 截至   4   月   8   日 ， 美国 累计 确诊 病例 达   400 , 335   例 ， 死亡   12 , 841   例 。
1117	1117	1117	1117	en	zh	 Per media reports on 30 March, U.S. President Trump has decided to extend social distancing guidelines until 30 April. 	 根据媒体 3 月 30 日的报道，美国总统特朗普决定将社交距离准则的施行时间延长至 4 月 30 日。	Wikipedia_handpicked_1:1439	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	据媒体3月30日报道，美国总统特朗普已决定将社交距离准则延长至4月30日。	据 媒体 3 月 30 日 报道 ， 美国 总统 特朗普 已 决定 将 社交 距离 准则 延长 至 4 月 30 日 。	  根据 媒体   3   月   30   日 的 报道 ， 美国 总统 特朗普 决定 将 社交 距离 准则 的 施行 时间 延长 至   4   月   30   日 。
1118	1118	1118	1118	en	zh	 On the same day, the USNS Comfort, a hospital ship with about 1000 beds, made anchor in New York. 	 同日，共设约 1,000 张床位的安慰号医务船在纽约抛锚。	Wikipedia_handpicked_1:1440	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	同一天，拥有约1000张病床的美国海军舒适号在纽约停泊。	同一天 ， 拥有 约 1000 张 病床 的 美国 海军 舒适 号 在 纽约 停泊 。	  同日 ， 共设 约   1 , 000   张 床位 的 安慰 号 医务 船 在 纽约 抛锚 。
1119	1119	1119	1119	en	zh	 On 3 April, the U.S. had a record 884 deaths due to the coronavirus in a 24-hour period. 	 4 月 3 日，美国 24 小时内新增 884 例冠状病毒死亡病例，创下最高记录。	Wikipedia_handpicked_1:1441	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	4月3日，美国在24小时内因冠状病毒死亡的人数创下了884人。	4 月 3 日 ， 美国 在 24 小时 内因 冠状病毒 死亡 的 人数 创下 了 884 人 。	  4   月   3   日 ， 美国   24   小时 内 新增   884   例 冠状病毒 死亡 病例 ， 创下 最高 记录 。
1120	1120	1120	1120	en	zh	 In the state of New York the cases have exceeded 100,000 people on 3 April.The White House has been criticized for downplaying the threat and controlling the messaging by directing health officials and scientists to coordinate public statements and publications related to the virus with the office of Vice-President Mike Pence. 	 4 月 3 日，纽约州病例总数已超 10 万例。白宫指示卫生官员和科学家与副总统迈克·彭斯办公室协调病毒相关公开声明和出版物，以此来淡化威胁和控制信息传递，此举遭到民众指责。	Wikipedia_handpicked_1:1442	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	在纽约州，4月3日的病例已超过10万人.白宫被批评淡化威胁并通过指示卫生官员和科学家与副总统迈克彭斯办公室协调与该病毒有关的公开声明和出版物来控制信息。	在 纽约州 ， 4 月 3 日 的 病例 已 超过 10 万人 . 白宫 被 批评 淡化 威胁 并 通过 指示 卫生 官员 和 科学家 与 副 总统 迈克 彭斯 办公室 协调 与 该 病毒 有关 的 公开 声明 和 出版物 来 控制 信息 。	  4   月   3   日 ， 纽约州 病例 总数 已超   10   万例 。 白宫 指示 卫生 官员 和 科学家 与 副 总统 迈克 · 彭斯 办公室 协调 病毒 相关 公开 声明 和 出版物 ， 以此 来 淡化 威胁 和 控制 信息 传递 ， 此举 遭到 民众 指责 。
1121	1121	1121	1121	en	zh	 Overall approval of Trump's management of the crisis has been polarized along partisan lines. 	 民众对特朗普危机防控措施的总体认可已经因党派分歧而出现两极分化。	Wikipedia_handpicked_1:1443	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	对特朗普管理危机的总体认可已经沿着党派路线两极分化。	对 特朗普 管理 危机 的 总体 认可 已经 沿着 党派 路线 两极分化 。	  民众 对 特朗普 危机 防控 措施 的 总体 认可 已经 因 党派 分歧 而 出现 两极分化 。
1122	1122	1122	1122	en	zh	 Some U.S. officials and commentators criticized the U.S. reliance on importation of critical materials, including essential medical supplies, from China. 	 一些美国官员和评论员批评美国依赖从中国进口基本医疗用品等关键物资。	Wikipedia_handpicked_1:1444	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	一些美国官员和评论员批评美国依赖从中国进口关键材料，包括基本医疗用品。	一些 美国 官员 和 评论员 批评 美国 依赖 从 中国 进口 关键 材料 ， 包括 基本 医疗 用品 。	  一些 美国 官员 和 评论员 批评 美国 依赖 从 中国 进口 基本 医疗 用品 等 关键 物资 。
1123	1123	1123	1123	en	zh	 An analysis of air travel patterns was used to map and predict patterns of spread and was published in The Journal of Travel Medicine in mid-January 2020. 	 航空出行模式分析被用于绘制和预测传播模式，并于 2020 年 1 月中旬刊登到了《旅行医学杂志》杂志上。	Wikipedia_handpicked_1:1445	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	对航空旅行模式的分析用于绘制和预测传播模式，并于 2020 年 1 月中旬发表在《旅行医学杂志》上。	对 航空 旅行 模式 的 分析 用于 绘制 和 预测 传播 模式 ， 并 于   2020   年   1   月 中旬 发表 在 《 旅行 医学杂志 》 上 。	  航空 出行 模式分析 被 用于 绘制 和 预测 传播 模式 ， 并 于   2020   年   1   月 中旬 刊登 到 了 《 旅行 医学杂志 》 杂志 上 。
1124	1124	1124	1124	en	zh	 Based on 2018 information from the International Air Transport Association, Bangkok, Hong Kong, Tokyo, and Taipei had the largest volume of travellers from Wuhan. 	 根据国际航空运输协会 2018 年发布的信息，从武汉出发前往曼谷、香港、东京和台北的旅客量最大。	Wikipedia_handpicked_1:1446	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	根据国际航空运输协会2018年的信息，曼谷，香港，东京和台北的武汉旅客量最大。	根据 国际 航空运输 协会 2018 年 的 信息 ， 曼谷 ， 香港 ， 东京 和 台北 的 武汉 旅客量 最大 。	  根据 国际 航空运输 协会   2018   年 发布 的 信息 ， 从 武汉 出发 前往 曼谷 、 香港 、 东京 和 台北 的 旅客量 最大 。
1125	1125	1125	1125	en	zh	 Dubai, Sydney, and Melbourne were also reported as popular destinations for people travelling from Wuhan. 	 另据报道，迪拜、悉尼和墨尔本也是从武汉出发的旅客热门目的地。	Wikipedia_handpicked_1:1447	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	据报道，迪拜、悉尼和墨尔本也是武汉旅行者的热门目的地。	据 报道 ， 迪拜 、 悉尼 和 墨尔本 也 是 武汉 旅行者 的 热门 目的地 。	  另据报道 ， 迪拜 、 悉尼 和 墨尔本 也 是从 武汉 出发 的 旅客 热门 目的地 。
1126	1126	1126	1126	en	zh	 Bali was reported as least able among the 20 most popular destination cities in terms of preparedness, while cities in Australia were considered most able.Australia released its Emergency Response Plan for Novel Coronavirus (COVID-19) on 7 February. 	 据报道，在 20 个最受欢迎的目的地城市中，巴厘岛的预备状态最差，澳大利亚各城市的预备状态最佳。澳大利亚于 2 月 7 日发布了新型冠状病毒 (COVID-19) 应急计划。	Wikipedia_handpicked_1:1448	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	据报道，在20个最受欢迎的目的地城市中，巴厘岛在准备方面能力最差，而澳大利亚的城市则被认为能力最强。澳大利亚于2月7日发布了新型冠状病毒（COVID-19）应急预案。	据 报道 ， 在 20 个 最 受欢迎 的 目的地 城市 中 ， 巴厘岛 在 准备 方面 能力 最差 ， 而 澳大利亚 的 城市 则 被 认为 能力 最强 。 澳大利亚 于 2 月 7 日 发布 了 新型 冠状病毒 （ COVID - 19 ） 应急 预案 。	  据 报道 ， 在   20   个 最 受欢迎 的 目的地 城市 中 ， 巴厘岛 的 预备 状态 最差 ， 澳大利亚 各 城市 的 预备 状态 最佳 。 澳大利亚 于   2   月   7   日 发布 了 新型 冠状病毒   ( COVID - 19 )   应急 计划 。
1127	1127	1127	1127	en	zh	 It stated that much was yet to be discovered about COVID-19, and that Australia would emphasize border control and communication in its response to the pandemic. 	 报道指出人们对 COVID-19 的了解还不够深入，澳大利亚在应对这一流行病方面将重点关注边境管控和沟通。	Wikipedia_handpicked_1:1449	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	它表示，关于COVID-19还有很多发现，澳大利亚将在应对大流行时强调边境管制和沟通。	它 表示 ， 关于 COVID - 19 还有 很多 发现 ， 澳大利亚 将 在 应对 大 流行 时 强调 边境 管制 和 沟通 。	  报道 指出 人们 对   COVID - 19   的 了解 还 不够 深入 ， 澳大利亚 在 应对 这一 流行病 方面 将 重点 关注 边境 管控 和 沟通 。
1128	1128	1128	1128	en	zh	 On 21 March, a human biosecurity emergency was declared in Australia. 	 3 月 21 日，澳大利亚宣布进入“人类生物安全紧急状态”。	Wikipedia_handpicked_1:1450	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	3月21日，澳大利亚宣布进入人类生物安全紧急状态。	3 月 21 日 ， 澳大利亚 宣布 进入 人类 生物 安全 紧急状态 。	  3   月   21   日 ， 澳大利亚 宣布 进入 “ 人类 生物 安全 紧急状态 ” 。
1129	1129	1129	1129	en	zh	 Owing to the effective quarantine of public transport in Wuhan and Hubei, several countries have planned to evacuate their citizens and diplomatic staff from the area, primarily through chartered flights of the home nation, with Chinese authorities providing clearance. 	 因武汉和湖北其他地区的公共交通被有效隔离，一些国家和地区已计划将侨居在这些地区本国公民和外交人员撤回本国，主要通过本国包机并由中国有关当局提供许可来实现。	Wikipedia_handpicked_1:1451	https://en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic	CC_BY-SA_3.0	TOFILL	由于武汉和湖北对公共交通工具的有效检疫，一些国家计划主要通过本国包机从该地区撤离其公民和外交人员，中国当局提供许可。	由于 武汉 和 湖北 对 公共 交通工具 的 有效 检疫 ， 一些 国家计划 主要 通过 本国 包机 从 该 地区 撤离 其 公民 和 外交人员 ， 中国 当局 提供 许可 。	  因 武汉 和 湖北 其他 地区 的 公共交通 被 有效 隔离 ， 一些 国家 和 地区 已 计划 将 侨居 在 这些 地区 本国 公民 和 外交人员 撤回 本国 ， 主要 通过 本国 包机 并 由 中国 有关 当局 提供 许可 来 实现 。
